"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33895","custom fixture test","chrome","Tue Jan 14 11:28:57 IST 2025","broken","Tue Jan 14 11:29:31 IST 2025","","retriesTest.spec.js","",""
